数据时间,投料风机频率反馈,投料风机电流反馈,投料推料器运行信号,辅助燃烧器运行信号,炉膛上部温度,炉膛中部温度,炉膛压力,一次风机频率反馈,一次风机电流反馈,一次风机运行信号,二次风机频率反馈,二次风机电流反馈,二次风机运行信号,引风机风门开度反馈,引风机运行信号,氢氧化钙喷射量,氢氧化钙电机运行信号,石灰浆浓度,雾化石灰浆流量,反应塔温度,雾化石灰浆开关阀信号,湿法塔PH,湿式洗涤塔氢氧化钠流量,湿法塔温度,雾化器电机电流,SNCR还原剂流量,SNCR炉膛出口温度,SNCR运行信号,SCR氨逃逸量,SCR还原剂流量,SCR反应器进口温度,SCR反应器出口温度,SCR设备运行信号,活性炭喷射量,活性炭电机运行信号,布袋进出口压差,布袋除尘器温度,布袋除尘器运行信号,烟气温度,烟气压力,烟气干基流量,烟气湿度,烟气O2,烟气粉尘,烟气SO2,烟气Nox,烟气CO,烟气HCL
2025-07-03 06:14:00,49.99,26.78,1.00,--,1092.27,1138.67,-226.39,9.59,65.25,1.00,66.03,15.43,1.00,100.45,1.00,0.09,0.00,10.00,2150.02,158.44,--,6.34,0.22,65.04,36.50,28.57,223.57,1.00,5.07,13.17,186.13,170.04,--,7.69,1.00,926.74,144.66,1.00,119.29,-151.16,69441.22,24.13,7.42,1.93,10.95,77.97,0.22,2.92
2025-07-03 06:16:00,49.98,26.53,1.00,--,1091.71,1137.60,-236.74,9.60,66.46,1.00,66.00,15.37,1.00,100.45,1.00,0.07,0.00,10.00,1977.81,158.84,--,6.28,0.23,65.07,36.50,28.62,223.50,1.00,4.80,13.06,186.06,170.26,--,7.56,1.00,962.38,145.05,1.00,119.34,-148.15,69337.03,24.07,7.20,1.84,10.60,80.14,0.22,3.02
2025-07-03 06:18:00,49.98,26.61,1.00,--,1091.78,1140.85,-191.60,9.59,65.84,1.00,68.09,17.63,1.00,100.44,1.00,0.08,0.00,10.00,2136.31,159.14,--,6.21,0.22,65.09,36.80,28.81,223.57,1.00,5.12,12.92,186.13,170.57,--,7.72,1.00,968.87,145.31,1.00,119.51,-147.22,69765.95,24.04,7.35,1.88,9.86,85.03,0.20,3.13
2025-07-03 06:20:00,49.97,27.43,1.00,--,1095.83,1145.65,-248.47,9.59,64.75,1.00,67.30,16.08,1.00,100.45,1.00,0.09,0.00,10.00,2009.91,160.20,--,6.18,0.24,65.09,36.80,28.62,223.60,1.00,4.57,12.97,186.02,170.80,--,6.92,1.00,1016.78,145.24,1.00,119.62,-150.46,70032.03,23.92,7.46,1.91,10.23,78.44,1.83,2.92
2025-07-03 06:22:00,49.98,26.52,1.00,--,1097.25,1145.71,-259.86,9.59,65.47,1.00,66.96,15.97,1.00,100.45,1.00,0.08,0.00,10.00,2087.92,160.37,--,6.12,0.26,65.59,36.70,28.55,223.66,1.00,4.85,12.87,186.02,171.01,--,6.47,1.00,985.76,145.72,1.00,119.90,-139.35,68904.52,24.54,7.08,1.94,11.15,78.86,1.27,3.14
2025-07-03 06:24:00,49.99,26.94,1.00,--,1092.40,1142.05,-204.10,9.59,64.95,1.00,67.37,16.20,1.00,100.45,1.00,0.07,0.00,10.00,2150.24,159.47,--,6.07,0.28,65.53,36.70,42.09,223.60,1.00,5.29,12.78,186.27,171.06,--,7.44,1.00,969.44,146.06,1.00,119.97,-155.09,70442.57,24.31,7.68,1.92,10.99,96.83,0.69,3.23
2025-07-03 06:26:00,49.99,27.12,1.00,--,1093.92,1147.09,-235.14,9.59,66.62,1.00,68.67,17.66,1.00,100.45,1.00,0.08,0.00,10.00,1989.38,159.09,--,6.04,0.29,65.21,36.80,41.90,223.38,1.00,5.17,13.01,186.47,171.09,--,7.45,1.00,1061.23,146.40,1.00,119.90,-130.79,71257.40,24.13,7.36,1.91,10.42,98.61,0.53,3.14
2025-07-03 06:28:00,49.99,26.61,1.00,--,1093.62,1146.72,-230.62,9.59,66.62,1.00,68.23,16.94,1.00,100.44,1.00,0.08,0.00,10.00,1962.94,159.42,--,6.02,0.31,65.07,36.70,42.09,223.23,1.00,5.05,12.85,186.48,171.11,--,7.02,1.00,1031.13,146.33,1.00,119.93,-145.60,70964.87,24.10,7.46,1.91,11.87,82.35,0.53,3.14
2025-07-03 06:30:00,49.99,27.58,1.00,--,1089.54,1140.44,-257.78,9.59,65.07,1.00,68.21,16.77,1.00,100.44,1.00,0.07,0.00,10.00,2134.74,159.99,--,5.97,0.34,65.01,36.90,41.92,223.13,1.00,5.09,12.97,186.47,171.18,--,7.44,1.00,1017.13,146.28,1.00,119.97,-148.15,71957.81,24.02,7.70,1.94,12.81,79.67,0.22,3.02
2025-07-03 06:32:00,49.97,27.38,1.00,--,1084.07,1131.10,-243.75,9.59,64.44,1.00,67.76,16.51,1.00,100.44,1.00,0.07,0.00,10.00,1955.47,159.87,--,5.96,0.36,64.90,36.70,42.14,223.04,1.00,5.15,13.06,186.52,171.26,--,7.35,1.00,989.70,146.35,1.00,119.97,-133.10,70716.73,23.96,7.74,1.85,11.87,79.25,0.37,3.01
2025-07-03 06:34:00,49.98,26.84,1.00,--,1080.39,1129.37,-205.49,9.60,65.33,1.00,67.79,16.56,1.00,100.44,1.00,0.09,0.00,10.00,2308.89,159.64,--,5.97,0.38,64.61,36.60,42.19,222.98,1.00,5.07,12.76,186.73,171.34,--,6.49,1.00,1001.85,146.51,1.00,119.95,-154.40,71073.92,23.75,8.12,1.97,10.95,73.99,0.22,2.91
2025-07-03 06:36:00,49.98,27.35,1.00,--,1085.95,1136.29,-283.40,9.59,64.78,1.00,66.95,15.78,1.00,100.44,1.00,0.07,0.00,10.00,2037.00,160.32,--,6.00,0.41,64.82,36.80,42.00,222.98,1.00,4.82,12.85,186.73,171.46,--,6.52,1.00,1012.04,146.30,1.00,119.98,-133.10,70205.13,23.69,7.09,1.85,10.95,67.88,0.22,2.91
2025-07-03 06:38:00,49.98,28.00,1.00,--,1091.91,1144.04,-280.62,9.59,64.95,1.00,65.68,14.82,1.00,100.45,1.00,0.09,0.00,10.00,1932.72,159.80,--,5.94,0.42,65.21,36.80,41.85,222.98,1.00,4.95,12.90,186.92,171.60,--,6.88,1.00,956.83,146.53,1.00,120.05,-137.96,68743.23,24.07,7.09,1.88,15.87,71.76,0.22,3.22
2025-07-03 06:40:00,49.98,28.33,1.00,--,1092.11,1145.55,-241.25,9.59,64.69,1.00,64.78,14.38,1.00,100.45,1.00,0.08,0.00,10.00,1971.92,158.50,--,5.91,0.44,65.18,36.70,41.90,222.89,1.00,5.19,13.01,187.44,171.64,--,7.07,1.00,900.12,146.72,1.00,120.04,-145.60,67263.77,24.07,7.63,1.95,13.34,69.18,0.22,3.01
2025-07-03 06:42:00,49.97,27.27,1.00,--,1086.08,1138.80,-260.69,9.59,66.86,1.00,64.39,14.33,1.00,100.44,1.00,0.08,0.00,10.00,1833.04,157.24,--,5.94,0.45,65.00,36.80,41.99,222.73,1.00,5.22,12.85,187.80,171.64,--,7.05,1.00,935.42,146.51,1.00,119.88,-141.67,68429.89,23.75,7.87,1.94,10.95,67.82,0.22,3.26
2025-07-03 06:44:00,49.99,27.84,1.00,--,1079.77,1132.17,-159.44,9.59,64.64,1.00,65.78,15.52,1.00,100.44,1.00,0.07,0.00,10.00,1894.28,156.93,--,6.03,0.47,64.79,36.40,41.97,222.55,1.00,5.21,12.87,187.96,171.71,--,6.92,1.00,901.50,145.94,1.00,119.76,-145.60,68801.26,23.63,8.20,1.74,9.66,64.33,0.22,2.80
2025-07-03 06:46:00,49.97,28.25,1.00,--,1079.15,1133.04,-232.43,9.59,65.69,1.00,65.31,15.00,1.00,100.45,1.00,0.07,0.00,10.00,2196.47,157.00,--,6.16,0.48,64.77,36.60,28.22,222.42,1.00,4.94,12.99,187.78,171.85,--,6.92,1.00,979.17,145.66,1.00,119.74,-152.08,68450.74,23.54,7.66,1.80,10.05,59.92,0.20,2.92
2025-07-03 06:48:00,49.97,27.43,1.00,--,1081.64,1137.36,-246.60,9.59,65.57,1.00,65.27,15.10,1.00,100.44,1.00,0.07,0.00,10.00,2164.54,157.38,--,6.27,0.50,65.09,36.60,28.22,222.20,1.00,5.08,12.82,187.51,172.10,--,7.36,1.00,944.79,145.63,0.00,119.90,-136.34,68226.80,23.87,7.27,1.91,10.21,62.12,0.22,3.13
2025-07-03 06:50:00,49.97,27.31,1.00,--,1081.64,1136.36,-218.68,9.59,65.63,1.00,66.27,15.67,1.00,100.44,1.00,0.07,0.00,10.00,2129.77,157.38,--,6.36,0.51,65.26,36.60,28.24,222.11,1.00,5.14,12.80,187.38,172.29,--,6.99,1.00,985.19,145.62,0.00,120.02,-136.34,68808.07,23.95,7.37,1.83,11.85,64.33,0.22,3.23
2025-07-03 06:52:00,49.98,27.42,1.00,--,1088.12,1143.87,-208.75,9.59,64.90,1.00,66.54,16.11,1.00,100.44,1.00,0.07,0.00,10.00,1959.86,158.29,--,6.44,0.51,65.34,36.70,28.24,222.14,1.00,4.99,12.90,187.28,172.42,--,6.78,1.00,995.95,145.59,1.00,120.19,-150.46,69335.04,23.98,7.12,2.10,11.15,73.12,0.37,3.13
2025-07-03 06:54:00,49.99,27.60,1.00,--,1091.15,1145.28,-232.22,9.59,65.96,1.00,65.76,15.06,1.00,100.44,1.00,0.09,0.00,10.00,1853.17,158.75,--,6.47,0.51,65.44,36.40,28.24,222.08,1.00,5.20,13.20,187.19,172.45,--,6.74,1.00,998.61,145.37,1.00,120.28,-141.67,68199.28,24.19,7.24,1.90,10.95,75.25,0.37,3.02
2025-07-03 06:56:00,49.98,27.68,1.00,--,1088.78,1141.28,-218.47,9.59,66.59,1.00,65.71,15.05,1.00,100.44,1.00,0.09,0.00,10.00,2045.70,158.49,--,6.55,0.50,65.38,36.70,28.08,222.05,1.00,5.31,13.03,187.32,172.42,--,6.71,1.00,952.89,145.61,1.00,120.28,-145.60,68959.14,24.10,7.67,2.05,10.40,74.88,0.22,2.79
2025-07-03 06:58:00,49.98,26.78,1.00,--,1086.51,1135.49,-245.83,9.59,64.85,1.00,65.12,15.20,1.00,100.44,1.00,0.07,0.00,10.00,1882.31,158.51,--,6.64,0.49,65.21,36.90,27.96,222.11,1.00,5.34,13.22,187.42,172.35,--,7.35,1.00,953.47,145.94,1.00,120.24,-135.65,67647.76,23.92,7.54,1.89,9.83,69.99,0.22,2.92
2025-07-03 07:00:00,49.98,26.78,1.00,--,1082.07,1131.24,-251.39,9.59,64.90,1.00,64.80,14.57,1.00,100.44,1.00,0.06,0.00,10.00,1900.55,157.97,--,6.70,0.48,65.29,36.80,28.17,222.05,1.00,5.21,13.34,187.57,172.31,--,6.91,1.00,948.03,145.88,1.00,120.19,-143.29,67656.50,24.04,7.78,2.02,9.50,72.67,0.69,3.01
2025-07-03 07:02:00,49.99,26.62,1.00,--,1077.21,1126.00,-286.11,9.59,66.15,1.00,65.22,15.12,1.00,100.44,1.00,0.08,0.00,10.00,2151.62,157.66,--,6.79,0.47,65.07,36.50,28.24,222.05,1.00,5.24,13.15,187.70,172.29,--,6.96,1.00,963.77,145.95,1.00,120.05,-136.34,68010.53,23.92,7.89,1.84,9.29,71.39,0.37,3.01
2025-07-03 07:04:00,49.97,26.85,1.00,--,1079.15,1130.57,-231.60,9.59,64.89,1.00,64.71,14.49,1.00,100.44,1.00,0.08,0.00,10.00,1907.21,157.78,--,6.85,0.45,65.04,37.00,28.41,222.05,1.00,4.80,13.24,187.72,172.31,--,6.38,1.00,929.51,145.92,1.00,120.05,-137.73,67566.77,23.72,7.56,1.91,8.91,75.35,0.22,3.01
2025-07-03 07:06:00,49.99,26.20,1.00,--,1079.74,1132.44,-194.03,9.59,65.17,1.00,65.54,15.37,1.00,100.45,1.00,0.09,0.00,10.00,2069.85,158.25,--,6.84,0.42,65.34,36.70,27.91,222.05,1.00,5.04,13.17,187.57,172.45,--,7.12,1.00,941.67,145.85,1.00,120.12,-148.84,68346.84,24.01,7.24,1.90,9.83,77.54,0.37,2.79
2025-07-03 07:08:00,49.98,26.69,1.00,--,1078.06,1131.04,-212.43,9.59,65.07,1.00,65.92,15.33,1.00,100.44,1.00,0.08,0.00,10.00,2025.46,158.55,--,6.80,0.41,65.37,36.50,27.94,222.05,1.00,5.02,13.15,187.50,172.49,--,7.09,1.00,956.71,145.95,0.00,120.24,-147.92,68388.05,24.13,7.50,2.00,10.58,76.65,0.22,3.01
2025-07-03 07:10:00,49.97,27.34,1.00,--,1075.24,1128.67,-232.50,9.59,65.14,1.00,66.39,15.66,1.00,100.44,1.00,0.08,0.00,10.00,1949.14,158.74,--,6.76,0.39,65.33,36.50,28.10,222.05,1.00,5.06,13.22,187.44,172.56,--,6.54,1.00,990.51,145.74,0.00,120.33,-146.53,69239.04,24.07,7.56,1.94,9.66,77.97,0.20,3.13
2025-07-03 07:12:00,49.98,26.77,1.00,--,1077.96,1132.54,-250.42,9.59,64.59,1.00,66.81,15.85,1.00,100.44,1.00,0.07,0.00,10.00,1905.77,159.07,--,6.74,0.37,65.33,36.40,28.01,221.99,1.00,4.78,12.33,187.36,172.57,--,6.39,1.00,1015.51,145.97,1.00,120.38,-148.15,69179.88,24.04,7.23,1.90,9.29,77.50,0.22,3.01
2025-07-03 07:14:00,49.98,27.02,1.00,--,1073.24,1126.43,-222.08,9.59,65.35,1.00,65.98,15.29,1.00,100.45,1.00,0.09,0.00,10.00,2179.05,159.05,--,6.68,0.35,65.53,36.90,28.08,221.99,1.00,4.95,12.59,187.32,172.62,--,6.79,1.00,967.71,145.88,1.00,120.49,-139.58,68209.56,24.25,7.55,1.94,10.21,76.24,0.20,2.91
2025-07-03 07:16:00,49.99,26.77,1.00,--,1066.31,1118.47,-198.13,9.59,64.77,1.00,66.47,15.85,1.00,100.45,1.00,0.09,0.00,10.00,2050.01,158.90,--,6.66,0.34,65.50,36.70,28.24,221.74,1.00,5.12,12.99,187.28,172.61,--,7.31,1.00,931.48,146.14,1.00,120.49,-136.34,68790.87,24.22,7.72,1.96,9.13,79.33,0.36,2.91
2025-07-03 07:18:00,49.97,28.01,1.00,--,1065.49,1119.63,-232.64,9.59,64.51,1.00,66.47,15.81,1.00,100.45,1.00,0.09,0.00,10.00,2203.68,159.14,--,6.67,0.33,65.37,36.80,28.15,221.62,1.00,5.00,13.24,187.26,172.56,--,7.13,1.00,976.04,146.21,1.00,120.49,-147.22,69687.14,24.13,7.60,2.10,8.58,78.35,0.20,2.79
2025-07-03 07:20:00,49.98,26.85,1.00,--,1068.95,1123.63,-243.47,9.59,66.17,1.00,66.47,15.63,1.00,100.44,1.00,0.09,0.00,10.00,1940.46,159.68,--,6.62,0.31,65.50,36.10,28.10,221.59,1.00,4.99,13.01,187.19,172.53,--,7.16,1.00,964.12,146.60,1.00,120.54,-141.67,69426.14,24.21,7.33,1.94,9.66,77.46,0.22,2.80
2025-07-03 07:22:00,49.97,27.50,1.00,--,1070.23,1124.06,-234.03,9.59,65.74,1.00,66.56,15.90,1.00,100.44,1.00,0.09,0.00,10.00,2153.59,159.92,--,6.56,0.30,65.46,36.60,28.19,221.56,1.00,5.00,12.94,187.20,172.49,--,7.39,1.00,934.03,146.60,1.00,120.54,-148.15,69427.74,24.21,7.54,2.04,9.83,79.25,0.37,3.01
2025-07-03 07:24:00,49.97,26.45,1.00,--,1072.75,1123.76,-178.12,9.59,64.18,1.00,67.59,16.50,1.00,100.45,1.00,0.08,0.00,10.00,2018.73,160.55,--,6.51,0.29,65.42,36.60,28.22,221.59,1.00,4.73,13.03,187.20,172.49,--,7.65,1.00,972.45,146.78,1.00,120.54,-130.09,70449.19,24.13,7.26,1.90,10.01,76.24,0.20,3.01
2025-07-03 07:26:00,49.98,27.02,1.00,--,1077.05,1125.93,-221.88,9.59,64.98,1.00,67.91,16.64,1.00,100.44,1.00,0.08,0.00,10.00,2149.30,161.85,--,6.44,0.29,65.63,36.80,28.15,221.62,1.00,4.63,12.90,187.12,172.53,--,7.30,1.00,1017.13,147.19,1.00,120.68,-134.03,70241.14,24.39,6.94,1.98,11.30,76.67,0.22,2.92
2025-07-03 07:28:00,49.97,26.63,1.00,--,1080.92,1128.80,-221.18,9.59,64.21,1.00,68.79,17.31,1.00,100.44,1.00,0.07,0.00,10.00,2029.26,162.78,--,6.31,0.29,65.82,36.40,27.96,221.71,1.00,4.77,13.19,187.19,172.53,--,7.37,1.00,1031.25,147.66,1.00,120.87,-133.10,71322.70,24.60,7.05,1.92,10.38,77.08,0.22,2.91
2025-07-03 07:30:00,49.97,27.26,1.00,--,1080.26,1128.50,-232.36,9.59,66.61,1.00,68.88,17.92,1.00,100.45,1.00,0.07,0.00,10.00,1876.31,163.67,--,6.25,0.31,65.76,37.00,28.06,221.99,1.00,4.85,12.94,187.32,172.49,--,6.92,1.00,1001.97,147.60,1.00,120.97,-140.28,71566.79,24.54,7.34,1.91,9.83,77.12,0.22,3.01
2025-07-03 07:32:00,49.97,26.68,1.00,--,1072.78,1121.63,-123.68,9.59,64.85,1.00,70.50,18.58,1.00,100.45,1.00,0.07,0.00,10.00,2117.17,164.08,--,6.20,0.31,65.50,36.90,28.03,222.02,1.00,4.99,13.13,187.50,172.45,--,7.13,1.00,978.36,148.47,1.00,121.01,-149.54,73047.92,24.31,7.83,2.04,11.30,79.29,0.37,2.92
2025-07-03 07:34:00,49.97,26.61,1.00,--,1069.45,1119.50,-178.33,9.59,66.20,1.00,71.87,19.64,1.00,100.45,1.00,0.09,0.00,10.00,2061.67,165.39,--,6.16,0.31,65.17,36.70,28.15,222.24,1.00,4.84,13.17,187.46,172.42,--,6.80,1.00,1065.28,148.98,1.00,121.01,-136.34,74066.65,24.19,8.02,1.95,10.78,81.46,0.53,2.92
2025-07-03 07:36:00,49.97,26.21,1.00,--,1069.31,1120.03,-220.49,9.59,65.33,1.00,72.68,20.25,1.00,100.45,1.00,0.07,0.00,10.00,1848.46,167.18,--,6.08,0.34,65.04,36.90,41.94,222.48,1.00,4.68,12.73,187.44,172.47,--,6.41,1.00,1123.96,149.87,1.00,121.12,-137.96,75429.44,24.07,7.66,1.88,12.05,81.92,0.67,2.91
2025-07-03 07:38:00,49.97,26.95,1.00,--,1071.08,1119.60,-227.85,9.59,65.38,1.00,72.22,19.81,1.00,100.44,1.00,0.08,0.00,10.00,1826.40,168.22,--,5.98,0.36,65.04,36.70,42.16,222.98,1.00,4.66,12.92,187.51,172.61,--,6.41,1.00,1083.33,150.76,1.00,121.34,-129.17,75032.65,24.13,7.67,1.94,14.09,87.61,0.22,2.93
2025-07-03 07:40:00,49.97,27.34,1.00,--,1073.05,1119.33,-238.06,9.59,65.82,1.00,72.21,19.78,1.00,100.45,1.00,0.09,0.00,10.00,1857.89,164.90,--,5.91,0.38,65.04,36.80,41.88,223.29,1.00,4.60,12.99,187.80,172.70,--,6.69,1.00,1119.91,150.94,1.00,121.41,-132.41,75307.40,24.10,7.65,1.90,13.71,85.78,0.22,3.01
2025-07-03 07:42:00,49.98,27.92,1.00,--,1070.56,1116.01,-256.74,9.58,65.51,1.00,71.31,16.86,1.00,100.44,1.00,0.08,0.00,10.00,2024.99,162.72,--,5.91,0.42,65.01,37.00,41.97,223.38,1.00,4.77,12.73,188.04,172.78,--,6.28,1.00,1062.85,150.74,1.00,121.50,-131.48,74929.50,24.15,7.99,2.06,13.50,74.88,0.22,3.01
2025-07-03 07:44:00,49.99,27.58,1.00,--,1066.67,1113.31,-287.08,9.59,64.85,1.00,71.09,18.99,1.00,100.45,1.00,0.07,0.00,10.00,1912.33,161.33,--,5.93,0.44,64.77,37.00,41.95,223.63,1.00,4.83,13.12,188.22,172.81,--,6.60,1.00,1073.38,150.15,1.00,121.36,-134.03,73323.84,23.96,8.18,1.88,11.48,68.29,0.22,3.23
2025-07-03 07:46:00,49.99,27.27,1.00,--,1062.48,1107.31,-287.36,9.59,65.71,1.00,69.03,17.50,1.00,100.44,1.00,0.07,0.00,10.00,1872.41,159.69,--,5.98,0.46,64.71,36.90,41.67,223.72,1.00,4.81,12.75,188.42,172.88,--,6.45,1.00,999.54,149.47,1.00,121.15,-137.04,71380.36,23.69,7.98,2.02,11.48,66.50,0.20,3.13
2025-07-03 07:48:00,49.97,27.68,1.00,--,1057.46,1103.80,-264.72,9.59,65.47,1.00,66.15,15.50,1.00,100.45,1.00,0.09,0.00,10.00,1800.23,157.78,--,6.06,0.48,64.68,36.90,41.95,223.72,1.00,4.79,13.10,188.76,172.99,--,6.35,1.00,1003.94,148.84,1.00,120.97,-134.72,69036.96,23.51,8.18,2.00,10.58,66.56,0.22,3.23
2025-07-03 07:50:00,49.98,27.42,1.00,--,1056.06,1103.73,-252.29,9.59,65.38,1.00,65.34,14.92,1.00,100.44,1.00,0.07,0.00,10.00,1865.49,155.83,--,6.16,0.50,64.69,37.00,42.09,223.75,1.00,4.87,12.97,189.03,173.08,--,7.11,1.00,919.10,147.97,1.00,120.80,-130.79,68882.76,23.22,8.24,1.89,10.38,61.65,0.22,3.01
2025-07-03 07:52:00,49.98,27.68,1.00,--,1053.59,1101.98,-227.36,9.59,65.25,1.00,65.74,15.25,1.00,100.45,1.00,0.08,0.00,10.00,1856.31,154.44,--,6.30,0.50,64.69,36.90,41.72,223.69,1.00,4.91,12.87,189.11,173.22,--,6.93,1.00,955.09,147.12,1.00,120.73,-130.79,69637.31,23.05,8.18,1.81,9.66,56.39,0.20,3.01
2025-07-03 07:54:00,49.96,27.58,1.00,--,1051.83,1101.22,-231.67,9.59,65.40,1.00,66.64,15.74,1.00,100.45,1.00,0.08,0.00,10.00,1933.21,154.72,--,6.47,0.52,64.69,37.00,28.15,223.50,1.00,4.97,12.89,188.76,173.34,--,7.14,1.00,969.21,146.38,1.00,120.75,-133.10,70217.04,22.96,8.20,2.02,8.56,52.49,0.20,3.22
2025-07-03 07:56:00,49.99,28.41,1.00,--,1061.37,1108.44,-248.33,9.59,65.52,1.00,66.06,14.20,1.00,100.44,1.00,0.09,0.00,10.00,2011.84,155.81,--,6.61,0.50,65.01,37.00,27.99,223.47,1.00,4.76,12.87,188.19,173.54,--,6.65,1.00,950.46,146.01,1.00,120.90,-133.10,70064.38,22.90,7.30,1.96,9.29,51.64,4.04,2.91
2025-07-03 07:58:00,49.99,28.31,1.00,--,1067.74,1115.41,-225.56,9.59,65.65,1.00,66.28,15.34,1.00,100.45,1.00,0.07,0.00,10.00,1996.05,155.51,--,6.69,0.49,65.33,36.80,28.06,223.38,1.00,4.76,12.97,187.85,173.67,--,6.34,1.00,958.33,145.72,0.00,121.10,-130.09,68846.90,23.30,7.49,1.94,9.31,61.61,0.22,3.01
2025-07-03 08:00:00,49.98,26.68,1.00,--,1070.20,1118.00,-209.03,9.59,65.63,1.00,67.16,15.88,1.00,100.45,1.00,0.09,0.00,10.00,2273.74,155.07,--,6.78,0.49,65.29,37.20,27.85,223.23,1.00,5.09,12.85,187.76,173.67,--,6.55,1.00,1017.71,145.33,1.00,121.17,-130.79,70011.70,23.16,7.77,1.95,8.56,63.92,0.22,3.01
2025-07-03 08:02:00,49.98,26.63,1.00,--,1076.39,1124.10,-200.90,9.59,65.71,1.00,68.43,16.74,1.00,100.44,1.00,0.08,0.00,10.00,1914.80,155.76,--,6.89,0.47,65.21,37.00,27.70,223.19,1.00,4.76,13.33,187.34,173.54,--,6.80,1.00,1031.37,144.99,1.00,121.19,-125.23,71812.03,23.04,7.37,1.99,8.40,68.24,0.22,2.80
2025-07-03 08:04:00,49.98,27.32,1.00,--,1076.45,1123.76,-232.50,9.59,66.99,1.00,67.96,16.35,1.00,100.44,1.00,0.08,0.00,10.00,2178.90,156.74,--,6.93,0.45,65.42,37.10,22.53,223.26,1.00,4.73,13.33,186.92,173.45,--,6.24,1.00,993.52,145.38,1.00,121.31,-130.79,70476.93,23.25,7.45,1.99,8.76,75.72,0.81,3.13
2025-07-03 08:06:00,49.99,27.20,1.00,--,1074.72,1122.80,-245.83,9.59,66.35,1.00,68.40,16.76,1.00,100.44,1.00,0.09,0.00,10.00,1990.85,156.46,--,6.95,0.43,65.38,37.00,22.49,223.19,1.00,5.00,13.24,186.78,173.27,--,7.04,1.00,1053.36,145.37,1.00,121.34,-130.79,71608.43,23.25,7.87,1.94,8.21,75.29,0.52,2.80
2025-07-03 08:08:00,49.98,27.59,1.00,--,1074.72,1122.60,-245.35,9.59,65.20,1.00,67.99,16.31,1.00,100.44,1.00,0.08,0.00,10.00,2211.35,156.19,--,6.94,0.40,65.25,37.10,22.74,223.19,1.00,4.89,13.08,186.74,173.07,--,6.96,1.00,1000.46,145.48,1.00,121.22,-126.85,71023.26,23.04,7.84,1.94,8.17,75.72,0.52,2.91
2025-07-03 08:10:00,55.02,30.53,1.00,--,1071.97,1118.93,-225.28,9.59,65.81,1.00,67.58,16.18,1.00,100.45,1.00,0.08,0.00,10.00,2047.09,156.06,--,6.93,0.38,65.13,37.20,22.62,223.16,1.00,4.78,12.94,186.65,172.88,--,6.88,1.00,996.30,145.35,1.00,121.15,-126.16,70934.40,22.93,7.64,1.99,8.19,77.46,0.67,2.80
2025-07-03 08:12:00,54.78,30.20,1.00,--,1063.86,1112.42,-205.69,9.59,66.54,1.00,69.30,17.63,1.00,100.44,1.00,0.08,0.00,10.00,2229.69,156.18,--,6.88,0.35,65.00,37.30,27.87,223.16,1.00,4.82,13.03,186.40,172.68,--,6.32,1.00,977.66,145.16,1.00,121.10,-126.85,72329.72,22.90,8.52,1.84,7.64,82.82,0.20,2.69
2025-07-03 08:14:00,54.78,29.39,1.00,--,1063.33,1112.88,-187.57,9.59,65.70,1.00,70.12,18.08,1.00,100.44,1.00,0.07,0.00,10.00,2255.80,157.31,--,6.84,0.32,64.92,36.90,28.53,223.23,1.00,4.73,12.82,186.02,172.57,--,6.86,1.00,1074.77,145.35,1.00,121.12,-128.47,74021.90,22.90,7.81,1.94,8.40,90.19,0.67,2.79
2025-07-03 08:16:00,55.03,31.61,1.00,--,1066.96,1116.40,-241.46,9.59,64.07,1.00,70.93,18.67,1.00,100.44,1.00,0.09,0.00,10.00,2284.65,158.65,--,6.74,0.30,64.87,37.20,28.53,223.47,1.00,4.72,13.22,185.68,172.49,--,6.24,1.00,1060.76,145.33,1.00,121.22,-125.46,74833.73,22.87,7.98,1.81,8.56,85.36,0.81,2.79
2025-07-03 08:18:00,55.01,31.35,1.00,--,1068.33,1118.77,-241.25,9.59,65.67,1.00,71.31,19.18,1.00,100.45,1.00,0.08,0.00,10.00,2296.03,159.64,--,6.65,0.29,64.94,37.00,31.56,223.75,1.00,4.59,12.94,185.45,172.39,--,6.63,1.00,1088.89,145.78,1.00,121.27,-128.47,74913.29,22.99,7.81,1.98,9.13,86.25,0.67,2.69
2025-07-03 08:20:00,54.79,29.48,1.00,--,1070.75,1121.73,-197.29,9.58,65.72,1.00,70.89,18.57,1.00,100.44,1.00,0.07,0.00,10.00,2220.85,160.46,--,6.57,0.27,65.04,36.80,31.28,224.21,1.00,4.59,12.94,185.37,172.27,--,6.39,1.00,1050.69,146.41,1.00,121.36,-124.54,74110.63,22.99,7.53,1.79,8.94,83.19,0.23,2.79
2025-07-03 08:22:00,54.80,30.14,1.00,--,1071.74,1121.63,-175.14,9.59,65.40,1.00,72.23,20.06,1.00,100.44,1.00,0.08,0.00,10.00,2095.29,160.81,--,6.47,0.26,65.01,37.00,31.07,224.49,1.00,4.56,13.15,185.51,172.06,--,6.69,1.00,1100.81,146.72,1.00,121.36,-121.30,75476.28,23.02,7.84,1.97,9.11,83.57,0.20,2.79
