数据时间,投料风机频率反馈,投料风机电流反馈,投料推料器运行信号,辅助燃烧器运行信号,炉膛上部温度,炉膛中部温度,炉膛压力,一次风机频率反馈,一次风机电流反馈,一次风机运行信号,二次风机频率反馈,二次风机电流反馈,二次风机运行信号,引风机风门开度反馈,引风机运行信号,氢氧化钙喷射量,氢氧化钙电机运行信号,石灰浆浓度,雾化石灰浆流量,反应塔温度,雾化石灰浆开关阀信号,湿法塔PH,湿式洗涤塔氢氧化钠流量,湿法塔温度,雾化器电机电流,SNCR还原剂流量,SNCR炉膛出口温度,SNCR运行信号,SCR氨逃逸量,SCR还原剂流量,SCR反应器进口温度,SCR反应器出口温度,SCR设备运行信号,活性炭喷射量,活性炭电机运行信号,布袋进出口压差,布袋除尘器温度,布袋除尘器运行信号,烟气温度,烟气压力,烟气干基流量,烟气湿度,烟气O2,烟气粉尘,烟气SO2,烟气Nox,烟气CO,烟气HCL
2025-07-03 12:04:00,55.02,30.86,1.00,--,1034.25,1072.92,-241.74,-0.56,-0.67,1.00,65.12,14.71,0.00,100.44,1.00,0.07,0.00,10.00,2353.49,159.54,--,6.29,0.34,64.79,36.90,31.13,223.16,1.00,4.85,13.17,189.33,174.31,--,6.45,1.00,941.09,147.28,1.00,121.46,-122.22,68089.35,23.66,7.60,1.89,9.27,68.71,0.20,2.69
2025-07-03 12:06:00,54.78,29.47,1.00,--,1039.00,1076.00,-252.78,-0.59,-0.70,1.00,64.29,13.95,0.00,100.43,1.00,0.08,0.00,10.00,2325.35,159.42,--,6.28,0.35,65.00,36.70,31.02,223.04,1.00,4.85,12.82,189.27,174.43,--,7.15,1.00,900.46,147.41,1.00,121.58,-124.54,66080.73,23.78,7.63,1.92,9.11,64.29,0.22,2.68
2025-07-03 12:08:00,55.03,30.54,1.00,--,1038.58,1075.24,-226.53,-0.59,-0.72,1.00,65.10,14.41,0.00,100.44,1.00,0.08,0.00,10.00,2354.13,159.00,--,6.26,0.36,65.13,36.80,31.16,223.16,1.00,5.03,12.90,189.33,174.44,--,6.62,1.00,948.96,147.45,1.00,121.69,-126.16,67191.02,23.95,8.08,1.98,9.31,69.56,0.20,2.91
2025-07-03 12:10:00,54.78,29.63,1.00,--,1035.38,1071.64,-248.47,-0.60,-0.70,1.00,64.71,14.15,0.00,100.43,1.00,0.07,0.00,10.00,2314.12,159.10,--,6.30,0.37,65.13,37.10,31.18,223.04,1.00,4.97,13.03,189.33,174.43,--,7.35,1.00,918.52,147.29,0.00,121.67,-124.54,67282.80,23.87,7.74,1.90,8.56,66.93,0.20,2.68
2025-07-03 12:12:00,54.78,29.23,1.00,--,1027.85,1063.14,-225.69,-0.60,-0.72,1.00,65.44,13.48,0.00,100.43,1.00,0.07,0.00,10.00,2242.71,158.83,--,6.37,0.38,65.12,36.80,30.99,222.98,1.00,5.06,13.12,189.35,174.39,--,6.43,1.00,958.45,147.05,0.00,121.69,-125.93,68393.73,23.93,8.19,1.88,8.39,69.93,0.22,2.80
2025-07-03 12:14:00,54.78,29.40,1.00,--,1021.75,1057.36,-224.03,-0.61,-0.76,1.00,65.88,13.15,0.00,100.43,1.00,0.09,0.00,10.00,2242.86,159.12,--,6.43,0.38,64.90,36.70,31.14,222.73,1.00,4.99,12.97,189.23,174.35,--,7.05,1.00,967.13,147.15,1.00,121.69,-125.23,67819.85,23.81,8.32,1.96,7.82,69.89,0.19,2.57
2025-07-03 12:16:00,54.80,30.13,1.00,--,1017.27,1052.74,-191.81,-0.62,-0.76,1.00,67.77,16.52,0.00,100.44,1.00,0.07,0.00,10.00,2206.40,160.13,--,6.49,0.38,64.68,36.40,31.02,222.64,1.00,4.96,12.80,188.89,174.31,--,6.42,1.00,1007.18,146.97,1.00,121.67,-122.92,70886.50,23.66,8.47,2.06,7.27,70.44,0.20,2.79
2025-07-03 12:18:00,55.02,30.04,1.00,--,1016.76,1053.29,-205.76,-0.55,-0.70,1.00,68.32,17.37,0.00,100.44,1.00,0.07,0.00,10.00,2197.36,161.91,--,6.49,0.37,64.60,36.80,31.13,222.61,1.00,4.86,13.01,188.37,174.31,--,6.51,1.00,996.18,147.28,1.00,121.78,-122.22,71476.94,23.54,8.07,1.79,7.82,69.51,0.20,2.68
2025-07-03 12:20:00,55.02,29.79,1.00,--,1015.21,1051.60,-218.40,-0.50,-0.67,1.00,68.64,16.93,0.00,100.44,1.00,0.09,0.00,10.00,2268.48,162.76,--,6.45,0.37,64.68,37.00,31.01,222.85,1.00,4.89,13.03,188.14,174.31,--,6.50,1.00,1021.06,147.97,1.00,121.90,-120.60,70991.45,23.66,8.13,1.97,9.11,69.14,0.20,2.69
2025-07-03 12:22:00,54.81,29.88,1.00,--,1003.33,1038.00,-231.81,-0.49,-0.60,1.00,68.15,16.95,0.00,100.43,1.00,0.08,0.00,10.00,2211.83,162.97,--,6.42,0.37,64.52,37.00,31.32,222.98,1.00,5.03,13.20,188.22,174.25,--,6.56,1.00,1003.36,148.58,1.00,121.95,-121.30,70800.75,23.63,8.89,1.82,8.21,64.67,0.20,2.81
2025-07-03 12:24:00,55.03,28.48,1.00,--,988.01,1020.98,-208.47,-0.54,-0.60,1.00,69.06,17.36,0.00,100.44,1.00,0.08,0.00,10.00,2228.67,162.65,--,6.47,0.37,64.12,36.70,31.33,223.10,1.00,4.83,13.27,188.43,174.04,--,6.25,1.00,1013.66,148.99,1.00,121.81,-119.91,72185.84,23.21,9.24,2.05,7.29,60.81,0.20,2.47
2025-07-03 12:26:00,54.79,28.33,1.00,--,978.87,1011.74,-225.28,-0.56,-0.67,1.00,69.87,18.42,0.00,100.44,1.00,0.08,0.00,10.00,2205.36,163.70,--,6.55,0.36,64.04,36.70,30.97,223.19,1.00,4.73,13.17,188.37,173.92,--,6.67,1.00,1040.39,149.10,1.00,121.74,-118.29,72279.32,23.07,9.14,1.86,7.07,60.76,0.20,2.58
2025-07-03 12:28:00,55.02,29.15,1.00,--,975.72,1008.18,-229.93,-0.56,-0.67,1.00,70.26,18.40,0.00,100.44,1.00,0.08,0.00,10.00,2306.39,164.97,--,6.60,0.35,64.23,37.10,31.09,223.35,1.00,4.83,13.08,188.26,173.86,--,6.57,1.00,1060.88,149.67,1.00,121.85,-122.22,72959.34,23.30,8.68,2.05,7.07,66.93,0.22,2.79
2025-07-03 12:30:00,55.02,28.88,1.00,--,974.32,1005.99,-227.36,-0.59,-0.70,1.00,70.29,18.40,0.00,100.44,1.00,0.07,0.00,10.00,2194.34,166.22,--,6.62,0.34,64.40,36.80,31.21,223.60,1.00,4.75,12.80,188.23,173.88,--,6.42,1.00,1070.60,149.91,1.00,121.97,-119.91,72665.44,23.36,8.36,1.94,7.29,75.19,0.20,2.68
2025-07-03 12:32:00,55.03,29.63,1.00,--,970.95,1001.95,-209.38,-0.59,-0.72,1.00,71.11,19.06,0.00,100.43,1.00,0.08,0.00,10.00,2255.19,167.37,--,6.59,0.33,64.60,37.00,31.28,224.00,1.00,4.76,13.26,188.34,173.92,--,6.70,1.00,1086.92,150.51,1.00,122.12,-120.60,72975.16,23.54,8.49,1.87,7.44,77.04,0.20,2.69
2025-07-03 12:34:00,55.03,29.88,1.00,--,970.50,1001.41,-216.32,-0.60,-0.72,1.00,71.92,19.41,0.00,100.43,1.00,0.09,0.00,10.00,2431.03,168.74,--,6.55,0.33,64.82,36.80,31.20,224.40,1.00,4.74,12.92,188.47,173.93,--,6.45,1.00,1069.33,151.41,1.00,122.31,-121.30,74532.66,23.66,8.15,1.82,8.02,80.94,0.20,2.68
2025-07-03 12:36:00,54.78,29.62,1.00,--,974.44,1005.58,-237.71,-0.61,-0.72,1.00,72.74,20.01,0.00,100.43,1.00,0.07,0.00,10.00,2314.88,170.22,--,6.49,0.33,65.09,36.80,30.99,225.14,1.00,4.74,13.10,188.65,174.00,--,6.83,1.00,1111.46,152.25,1.00,122.54,-119.91,75003.68,23.92,8.00,1.85,8.39,88.87,0.22,2.80
2025-07-03 12:38:00,55.02,29.40,1.00,--,983.90,1014.83,-234.17,-0.62,-0.76,1.00,72.29,19.69,0.00,100.43,1.00,0.07,0.00,10.00,2189.50,172.19,--,6.40,0.33,65.59,37.10,31.06,225.76,1.00,4.66,12.88,188.93,174.05,--,6.57,1.00,1123.38,153.28,1.00,122.80,-120.60,73214.97,24.28,7.31,1.93,9.44,94.57,0.22,2.91
2025-07-03 12:40:00,54.78,29.69,1.00,--,990.85,1020.33,-305.21,-0.55,-0.72,1.00,72.22,20.14,0.00,100.43,1.00,0.07,0.00,10.00,2094.28,172.28,--,6.29,0.35,65.94,37.00,73.78,226.66,1.00,5.01,12.73,189.53,174.13,--,6.79,1.00,1146.99,154.17,1.00,123.01,-119.21,73151.17,24.72,7.61,1.81,8.40,100.78,0.22,2.91
2025-07-03 12:42:00,55.03,30.60,1.00,--,999.62,1029.14,-265.97,-0.49,-0.66,1.00,70.95,18.50,0.00,100.43,1.00,0.09,0.00,10.00,2147.93,172.19,--,6.19,0.36,65.76,37.00,74.39,227.24,1.00,4.76,12.71,190.25,174.17,--,6.52,1.00,1069.56,154.75,1.00,122.94,-119.91,72178.42,24.42,7.47,1.97,10.21,99.03,0.20,3.01
2025-07-03 12:44:00,55.03,30.37,1.00,--,1008.63,1038.91,-266.60,-0.48,-0.60,1.00,70.58,18.17,0.00,100.43,1.00,0.07,0.00,10.00,2288.97,171.65,--,6.09,0.38,65.76,36.60,74.56,227.71,1.00,4.78,12.80,190.98,174.29,--,6.38,1.00,1066.20,155.21,1.00,122.85,-121.30,71389.50,24.51,7.48,1.84,12.77,77.50,0.22,2.92
2025-07-03 12:46:00,55.02,30.45,1.00,--,1016.69,1047.93,-270.00,-0.53,-0.63,1.00,70.58,18.09,0.00,100.43,1.00,0.07,0.00,10.00,2098.00,171.29,--,5.99,0.39,65.83,36.70,74.51,227.71,1.00,4.81,13.12,191.50,174.44,--,6.32,1.00,1067.25,155.13,1.00,122.80,-123.61,71991.80,24.51,7.28,1.83,13.32,67.31,0.20,3.01
2025-07-03 12:48:00,54.78,29.63,1.00,--,1032.47,1064.21,-255.90,-0.55,-0.66,1.00,70.19,17.85,0.00,100.43,1.00,0.06,0.00,10.00,2287.51,170.92,--,5.90,0.42,66.08,36.60,74.58,228.01,1.00,4.71,12.97,191.98,174.78,--,8.12,1.00,1039.24,155.33,1.00,122.90,-129.17,70709.34,24.69,6.64,1.90,13.50,56.82,0.20,3.13
2025-07-03 12:50:00,55.02,29.78,1.00,--,1044.06,1074.42,-279.17,-0.57,-0.67,1.00,69.33,17.00,0.00,100.44,1.00,0.08,0.00,10.00,2274.18,170.03,--,5.77,0.45,66.35,36.70,74.72,227.83,1.00,4.70,13.31,192.50,175.19,--,7.11,1.00,1047.22,155.75,1.00,123.10,-131.48,69635.34,25.06,6.72,1.77,17.91,55.50,0.20,3.13
2025-07-03 12:52:00,54.78,29.96,1.00,--,1052.58,1081.84,-282.64,-0.58,-0.70,1.00,67.69,15.99,0.00,100.43,1.00,0.08,0.00,10.00,2063.34,168.57,--,5.67,0.48,66.61,36.80,74.74,227.34,1.00,4.89,13.01,193.07,175.56,--,7.02,1.00,1010.19,155.68,1.00,123.17,-126.16,68012.03,25.15,6.79,1.85,19.18,57.71,0.20,3.24
2025-07-03 12:54:00,49.98,27.60,1.00,--,1059.09,1088.42,-279.79,-0.60,-0.72,1.00,66.96,15.54,0.00,100.43,1.00,0.09,0.00,10.00,2270.95,166.78,--,5.61,0.52,66.57,36.80,74.69,226.84,1.00,4.99,13.06,193.59,175.86,--,6.96,1.00,956.48,155.14,1.00,123.17,-126.85,66860.77,25.21,6.88,1.95,18.63,54.65,0.20,3.35
2025-07-03 12:56:00,49.99,27.26,1.00,--,1064.54,1095.01,-292.01,-0.61,-0.72,1.00,65.32,14.59,0.00,100.44,1.00,0.09,0.00,10.00,2114.88,164.69,--,5.58,0.56,66.51,36.50,74.74,226.22,1.00,4.99,13.03,194.02,176.17,--,6.70,1.00,934.49,154.61,1.00,123.06,-126.85,65913.70,25.12,6.68,1.97,18.10,48.50,10.16,3.34
2025-07-03 12:58:00,49.98,27.77,1.00,--,1067.68,1100.43,-278.33,-0.61,-0.76,1.00,64.54,13.83,0.00,100.43,1.00,0.07,0.00,10.00,2306.23,162.78,--,5.59,0.60,66.38,36.80,74.81,225.70,1.00,4.99,13.01,194.43,176.45,--,7.16,1.00,940.05,153.69,1.00,123.01,-130.79,65397.85,25.15,7.01,1.98,19.00,44.54,26.56,3.33
2025-07-03 13:00:00,49.96,27.34,1.00,--,1067.06,1102.14,-253.89,-0.62,-0.76,1.00,63.73,13.23,0.00,100.44,1.00,0.07,0.00,10.00,2267.15,160.93,--,5.68,0.63,66.32,36.60,74.56,225.11,1.00,5.03,13.01,194.68,176.76,--,6.80,1.00,906.71,152.97,0.00,122.92,-129.17,64463.35,24.98,7.10,1.86,15.34,48.03,0.22,3.35
2025-07-03 13:02:00,49.98,27.99,1.00,--,1068.20,1104.26,-251.81,-0.59,-0.76,1.00,63.83,13.46,0.00,100.43,1.00,0.08,0.00,10.00,2420.41,160.01,--,5.50,0.52,66.20,36.60,74.60,224.74,1.00,5.08,13.08,194.68,177.05,--,7.45,1.00,936.11,152.04,0.00,122.94,-131.48,64901.60,24.95,7.28,1.97,13.30,45.39,0.22,3.35
2025-07-03 13:04:00,49.98,27.43,1.00,--,1070.43,1104.96,-186.67,-0.52,-0.67,1.00,64.27,13.75,0.00,100.44,1.00,0.08,0.00,10.00,2207.51,159.66,--,5.96,0.69,66.28,36.90,74.41,224.37,1.00,5.09,13.08,194.47,177.38,--,6.68,1.00,920.83,151.09,1.00,123.03,-126.16,65381.16,24.92,6.71,1.97,12.95,43.24,0.22,3.13
2025-07-03 13:06:00,49.97,27.84,1.00,--,1074.88,1110.46,-251.32,-0.48,-0.60,1.00,63.88,13.53,0.00,100.43,1.00,0.08,0.00,10.00,2286.89,159.64,--,6.23,0.71,66.41,36.80,74.62,224.18,1.00,5.06,13.12,194.05,177.72,--,6.91,1.00,908.80,150.36,1.00,123.19,-133.80,63993.19,25.15,6.79,1.90,13.12,41.44,0.20,3.25
2025-07-03 13:08:00,49.98,27.35,1.00,--,1080.56,1116.47,-246.67,-0.53,-0.63,1.00,63.88,13.43,0.00,100.43,1.00,0.09,0.00,10.00,2245.45,159.49,--,6.51,0.72,66.70,36.60,59.32,223.94,1.00,5.27,13.10,193.69,177.94,--,6.40,1.00,886.34,150.20,1.00,123.38,-129.40,64140.29,25.33,6.38,2.00,14.05,37.54,85.49,3.12
2025-07-03 13:10:00,49.98,26.77,1.00,--,1084.20,1119.10,-244.58,-0.56,-0.67,1.00,63.83,13.50,0.00,100.43,1.00,0.08,0.00,10.00,2287.35,159.22,--,6.76,0.71,66.63,36.40,59.47,223.78,1.00,5.32,13.01,193.45,178.03,--,6.56,1.00,886.46,149.89,1.00,123.43,-134.72,64471.56,25.42,6.64,1.88,12.58,41.44,19.66,3.34
2025-07-03 13:12:00,49.96,27.91,1.00,--,1087.03,1122.63,-223.89,-0.57,-0.67,1.00,63.85,13.46,0.00,100.43,1.00,0.07,0.00,10.00,2089.19,158.98,--,6.92,0.70,66.53,36.60,59.30,223.60,1.00,5.20,13.24,193.29,178.03,--,6.50,1.00,909.49,149.49,1.00,123.41,-126.85,63586.96,25.27,6.68,1.90,11.85,45.90,1.23,3.13
2025-07-03 13:14:00,49.98,26.36,1.00,--,1090.82,1128.97,-239.38,-0.59,-0.70,1.00,63.85,14.00,0.00,100.43,1.00,0.08,0.00,10.00,2244.25,158.82,--,7.06,0.69,66.63,36.60,59.32,223.41,1.00,5.27,12.97,193.11,177.99,--,6.51,1.00,866.32,149.27,1.00,123.38,-126.85,64158.35,25.42,6.37,1.93,12.75,46.75,3.88,3.22
2025-07-03 13:16:00,49.97,26.92,1.00,--,1091.15,1131.67,-189.58,9.49,65.79,1.00,64.73,14.56,1.00,100.43,1.00,0.07,0.00,10.00,2412.42,158.44,--,7.15,0.67,66.65,37.00,44.74,223.35,1.00,5.31,13.17,192.89,177.91,--,7.06,1.00,907.64,149.07,1.00,123.43,-126.16,64839.56,25.45,6.42,1.94,12.58,42.33,66.02,3.23
2025-07-03 13:18:00,49.98,28.01,1.00,--,1091.48,1132.11,-209.86,9.48,65.30,1.00,64.73,14.13,1.00,100.43,1.00,0.08,0.00,10.00,2339.49,158.93,--,7.19,0.64,66.53,37.00,44.72,223.19,1.00,5.31,13.34,192.50,177.82,--,6.40,1.00,924.19,148.81,1.00,123.43,-127.78,65801.22,25.36,6.80,1.96,11.30,48.03,49.20,3.23
2025-07-03 13:20:00,49.98,27.77,1.00,--,1089.77,1129.27,-234.86,9.48,64.43,1.00,64.76,13.97,1.00,100.43,1.00,0.07,0.00,10.00,2423.69,158.83,--,7.22,0.62,66.41,36.90,45.01,222.76,1.00,5.39,12.90,192.24,177.72,--,6.74,1.00,932.29,148.49,0.00,123.48,-126.16,65567.16,25.33,6.90,1.94,11.30,54.24,41.04,3.23
2025-07-03 13:22:00,49.98,27.53,1.00,--,1083.81,1122.23,-256.04,9.48,64.02,1.00,64.34,13.86,1.00,100.43,1.00,0.07,0.00,10.00,2182.19,158.20,--,7.24,0.60,66.15,36.80,44.72,222.33,1.00,5.40,12.99,192.08,177.57,--,7.29,1.00,922.80,148.18,0.00,123.43,-127.78,65298.00,25.07,7.46,2.09,7.27,60.29,0.20,3.25
2025-07-03 13:24:00,49.98,26.69,1.00,--,1080.16,1120.73,-226.46,9.55,65.28,1.00,65.59,14.71,1.00,100.43,1.00,0.08,0.00,10.00,2216.13,157.80,--,7.29,0.55,65.82,37.00,44.58,222.11,1.00,5.33,12.92,191.90,177.43,--,6.72,1.00,964.93,148.06,1.00,123.31,-126.16,66598.85,24.84,7.79,1.94,6.72,59.03,0.22,3.01
2025-07-03 13:26:00,49.97,26.94,1.00,--,1086.87,1126.13,-214.72,24.66,67.33,1.00,66.01,14.96,1.00,100.43,1.00,0.07,0.00,10.00,2201.45,159.19,--,7.27,0.52,65.94,36.60,44.58,221.71,1.00,5.06,13.20,191.42,177.38,--,6.33,1.00,959.14,147.69,1.00,123.31,-126.16,66977.56,24.98,6.34,1.97,10.36,52.86,6.06,3.12
2025-07-03 13:28:00,49.98,27.74,1.00,--,1090.33,1128.27,-275.00,24.66,67.25,1.00,65.59,14.65,1.00,100.44,1.00,0.07,0.00,10.00,2269.60,160.95,--,7.11,0.48,66.57,36.60,44.60,221.86,1.00,5.37,13.01,190.86,177.34,--,6.61,1.00,943.98,148.01,1.00,123.62,-127.78,66211.12,25.63,6.11,1.91,12.05,55.08,5.79,3.46
2025-07-03 13:30:00,49.96,27.49,1.00,--,1089.77,1127.86,-273.54,24.67,64.95,1.00,65.25,14.96,1.00,100.43,1.00,0.08,0.00,10.00,2171.79,160.30,--,6.93,0.44,66.51,36.60,44.72,222.05,1.00,5.49,13.24,190.94,177.20,--,7.30,1.00,919.56,148.48,1.00,123.69,-131.48,65455.64,25.63,6.91,1.99,11.30,64.71,0.20,3.47
2025-07-03 13:32:00,49.98,28.48,1.00,--,1086.93,1126.00,-264.79,24.66,67.56,1.00,64.40,13.97,1.00,100.43,1.00,0.08,0.00,10.00,2173.71,158.93,--,6.86,0.43,66.07,36.60,44.63,222.05,1.00,5.34,13.15,191.24,176.97,--,6.42,1.00,927.78,148.62,1.00,123.43,-141.90,64672.98,25.12,7.34,1.92,8.19,63.88,0.22,3.13
2025-07-03 13:34:00,49.98,27.41,1.00,--,1082.66,1124.53,-280.56,24.66,67.36,1.00,63.86,13.98,1.00,100.43,1.00,0.09,0.00,10.00,2118.60,157.69,--,6.82,0.40,65.78,37.00,44.53,221.71,1.00,5.34,12.92,191.46,176.68,--,6.99,1.00,917.25,148.33,1.00,123.17,-132.41,64915.46,24.84,7.42,1.94,7.62,57.71,0.22,3.01
2025-07-03 13:36:00,49.98,27.67,1.00,--,1076.03,1119.10,-245.28,24.67,67.22,1.00,63.17,13.24,1.00,100.43,1.00,0.07,0.00,10.00,2125.36,156.56,--,6.78,0.38,65.42,37.00,44.67,221.59,1.00,5.35,13.06,191.59,176.45,--,6.15,1.00,890.51,147.69,1.00,122.87,-130.09,64836.27,24.63,7.84,2.04,10.19,52.86,0.20,3.01
2025-07-03 13:38:00,49.98,26.84,1.00,--,1075.60,1119.93,-232.99,29.67,68.30,1.00,64.49,14.00,1.00,100.43,1.00,0.09,0.00,10.00,2247.41,156.53,--,6.77,0.36,65.09,37.10,44.70,221.37,1.00,5.25,13.15,191.44,176.33,--,6.21,1.00,939.35,147.46,1.00,122.70,-133.10,67068.17,24.24,7.87,1.91,7.84,48.54,0.20,3.01
2025-07-03 13:40:00,49.98,27.34,1.00,--,1080.00,1126.80,-244.86,29.67,67.10,1.00,64.49,14.03,1.00,100.44,1.00,0.09,0.00,10.00,2127.91,157.87,--,6.70,0.33,65.25,36.80,44.70,221.21,1.00,5.22,12.99,191.00,176.35,--,6.39,1.00,919.68,147.19,0.00,122.63,-121.53,65909.24,24.30,6.44,1.90,9.64,44.58,27.44,3.13
2025-07-03 13:42:00,49.97,27.61,1.00,--,1081.38,1129.07,-207.64,29.66,67.95,1.00,64.47,14.16,1.00,100.43,1.00,0.08,0.00,10.00,2106.13,157.97,--,6.54,0.32,65.37,37.00,44.70,221.12,1.00,5.34,13.20,190.74,176.41,--,6.32,1.00,894.79,147.08,0.00,122.80,-130.09,65488.96,24.57,7.09,1.98,12.97,56.86,0.20,3.01
2025-07-03 13:44:00,49.97,27.59,1.00,--,1082.82,1131.24,-259.17,29.66,68.58,1.00,64.11,13.75,1.00,100.43,1.00,0.07,0.00,10.00,2315.07,157.90,--,6.42,0.32,65.33,36.60,45.12,221.03,1.00,5.24,12.97,190.60,176.37,--,6.51,1.00,955.79,146.99,1.00,122.80,-126.85,66050.05,24.21,7.12,1.90,10.38,55.54,0.20,3.01
2025-07-03 13:46:00,49.96,26.61,1.00,--,1082.07,1129.73,-252.71,29.66,68.22,1.00,63.69,13.88,1.00,100.43,1.00,0.08,0.00,10.00,2356.73,157.35,--,6.34,0.32,65.33,36.80,45.29,220.84,1.00,5.28,12.92,190.56,176.33,--,6.60,1.00,897.45,146.70,1.00,122.73,-137.04,65727.87,24.09,7.25,1.99,12.22,59.44,0.20,3.01
2025-07-03 13:48:00,49.98,27.11,1.00,--,1080.66,1128.83,-245.62,29.66,67.68,1.00,64.62,14.22,1.00,100.43,1.00,0.08,0.00,10.00,2292.55,156.95,--,6.25,0.32,65.13,36.70,45.26,220.63,1.00,5.22,13.08,190.53,176.17,--,6.44,1.00,959.38,146.39,1.00,122.63,-140.28,66065.03,23.81,7.50,1.96,10.58,53.76,0.79,3.01
2025-07-03 13:50:00,49.98,27.49,1.00,--,1078.62,1127.73,-254.72,16.67,66.08,1.00,63.36,13.43,1.00,100.43,1.00,0.07,0.00,10.00,2042.21,156.49,--,6.21,0.33,64.94,36.70,31.87,220.53,1.00,5.20,13.03,190.48,176.01,--,6.42,1.00,912.27,146.56,1.00,122.47,-134.03,65513.51,23.51,7.71,1.93,9.48,50.24,1.25,2.91
2025-07-03 13:52:00,49.97,26.77,1.00,--,1081.02,1131.17,-276.11,14.59,66.73,1.00,63.83,13.88,1.00,100.44,1.00,0.08,0.00,10.00,2378.35,156.39,--,6.18,0.35,64.87,36.70,30.81,220.13,1.00,5.18,12.82,190.40,175.87,--,6.19,1.00,937.15,146.35,1.00,122.35,-135.65,66193.45,23.30,7.87,2.07,8.89,52.86,0.18,2.79
2025-07-03 13:54:00,49.97,26.53,1.00,--,1088.91,1135.62,-233.68,14.59,66.28,1.00,63.03,13.34,1.00,100.43,1.00,0.08,0.00,10.00,2398.56,156.69,--,6.22,0.37,65.09,37.00,30.81,220.04,1.00,5.21,12.85,190.22,175.83,--,7.70,1.00,880.32,146.30,1.00,122.31,-128.47,65011.61,23.33,7.01,1.84,8.91,52.86,0.67,2.91
2025-07-03 13:56:00,49.97,26.84,1.00,--,1089.30,1132.94,-235.00,14.59,66.07,1.00,62.59,12.90,1.00,100.43,1.00,0.08,0.00,10.00,1976.33,156.56,--,6.23,0.36,65.26,36.60,30.81,220.04,1.00,5.26,13.03,190.13,175.78,--,7.08,1.00,863.66,146.32,1.00,122.38,-130.09,64647.54,23.42,7.39,1.91,9.11,60.81,0.20,3.01
2025-07-03 13:58:00,49.98,25.94,1.00,--,1082.07,1126.13,-251.67,14.60,66.20,1.00,62.19,12.66,1.00,100.43,1.00,0.07,0.00,10.00,2266.26,156.27,--,6.29,0.39,65.17,36.70,30.78,219.95,1.00,5.25,12.97,190.13,175.70,--,6.98,1.00,854.98,145.96,1.00,122.33,-128.47,64776.29,23.31,8.02,2.04,8.91,63.88,0.36,2.79
2025-07-03 14:00:00,49.97,27.17,1.00,--,1074.78,1119.80,-225.69,14.59,65.89,1.00,63.05,13.10,1.00,100.43,1.00,0.08,0.00,10.00,2106.17,155.97,--,6.40,0.39,65.07,36.60,30.83,219.88,1.00,5.29,12.83,190.14,175.60,--,7.20,1.00,902.20,145.79,0.00,122.23,-124.54,66050.42,23.27,8.03,1.86,8.54,62.12,0.20,2.92
2025-07-03 14:02:00,49.97,26.93,1.00,--,1078.98,1124.43,-254.65,14.59,66.20,1.00,63.14,13.30,1.00,100.43,1.00,0.08,0.00,10.00,2351.03,156.51,--,6.50,0.40,65.00,36.60,30.88,219.70,1.00,5.08,12.99,189.96,175.50,--,6.46,1.00,892.82,145.81,0.00,122.12,-130.79,65238.65,23.24,7.37,1.86,7.99,62.97,0.20,2.92
2025-07-03 14:04:00,49.97,26.19,1.00,--,1082.63,1130.34,-240.14,14.59,65.80,1.00,63.20,13.25,1.00,100.43,1.00,0.09,0.00,10.00,2325.32,156.84,--,6.53,0.38,65.18,36.70,30.83,219.67,1.00,5.23,13.22,189.79,175.50,--,6.62,1.00,907.41,145.74,0.00,122.19,-128.47,65859.30,23.48,7.52,1.76,8.74,63.82,0.20,2.69
2025-07-03 14:06:00,49.97,26.61,1.00,--,1086.34,1132.04,-220.97,14.59,65.41,1.00,63.63,13.44,1.00,100.43,1.00,0.09,0.00,10.00,2208.31,157.19,--,6.59,0.38,65.26,36.90,30.85,219.67,1.00,5.23,13.27,189.54,175.44,--,6.58,1.00,908.91,145.72,1.00,122.23,-130.79,65827.01,23.63,7.11,1.82,8.56,67.35,0.36,2.91
2025-07-03 14:08:00,49.97,26.85,1.00,--,1083.51,1128.47,-258.47,14.59,66.05,1.00,64.07,14.25,1.00,100.43,1.00,0.07,0.00,10.00,1975.47,157.33,--,6.64,0.37,65.13,36.60,30.88,219.91,1.00,5.17,12.77,189.48,175.37,--,7.24,1.00,934.84,145.73,1.00,122.21,-124.54,67323.02,23.63,7.50,1.94,8.17,75.72,0.22,2.79
2025-07-03 14:10:00,49.98,26.44,1.00,--,1075.96,1123.86,-235.56,14.59,65.51,1.00,64.10,13.77,1.00,100.43,1.00,0.08,0.00,10.00,2265.70,157.54,--,6.68,0.36,64.90,36.80,30.78,219.88,1.00,5.19,13.08,189.45,175.23,--,6.55,1.00,898.96,145.71,1.00,122.09,-121.53,66447.08,23.57,8.14,1.98,8.91,71.29,0.22,2.68
2025-07-03 14:12:00,49.96,27.10,1.00,--,1077.70,1128.30,-240.00,14.59,66.16,1.00,64.59,14.34,1.00,100.44,1.00,0.08,0.00,10.00,2178.97,158.42,--,6.70,0.35,64.92,36.50,30.74,219.95,1.00,5.14,13.12,189.27,175.12,--,6.84,1.00,923.03,146.20,1.00,122.07,-126.16,66735.59,23.46,7.48,1.92,7.82,63.44,0.20,2.68
