数据时间,1#变频给料机状态,2#变频给料机状态,3#变频给料机状态,#1炉左一给料炉排行程,#1炉左二给料炉排行程,#1炉左三给料炉排行程,#1炉右三给料炉排行程,#1炉右二给料炉排行程,#1炉右一给料炉排行程,#2炉左一给料炉排行程,#2炉左二给料炉排行程,#2炉左三给料炉排行程,#2炉右三给料炉排行程,#2炉右二给料炉排行程,#2炉右一给料炉排行程,1#辅助燃烧器运行信号左,1#辅助燃烧器运行信号右,2#辅助燃烧器运行信号左,2#辅助燃烧器运行信号右,#1炉第一烟道上部温度T10（顶间左侧）,#1炉第一烟道上部温度T11（顶间中侧）,#1炉第一烟道上部温度T12（顶间右侧）,,#1炉第一烟道中部温度T20（中间左侧),#1炉第一烟道中部温度T21（中间中侧）,#1炉第一烟道中部温度T22（中间右间）,,,#2炉第一烟道上部温度T10（顶间左侧）,#2炉第一烟道上部温度T11（顶间中侧）,#2炉第一烟道上部温度T12（顶间右侧）,,#2炉第一烟道中部温度T20（中间左侧),#2炉第一烟道中部温度T21（中间中侧）,#2炉第一烟道中部温度T22（中间右间）,,,#1炉炉膛压力,,#2炉炉膛压力,1#炉5单元右侧一次风机电机电流,1#炉1单元左侧一次风机电机电流,1#炉2单元左侧一次风机电机电流,1#炉3单元左侧一次风机电机电流,1#炉4单元左侧一次风机电机电流,1#炉5单元左侧一次风机电机电流,1#炉1单元右侧一次风机电机电流,1#炉2单元右侧一次风机电机电流,1#炉3单元右侧一次风机电机电流,1#炉4单元右侧一次风机电机电流,1#炉5单元右侧一次风机电机运行,1#炉1单元左侧一次风机电机运行,1#炉2单元左侧一次风机电机运行,1#炉3单元左侧一次风机电机运行,1#炉4单元左侧一次风机电机运行,1#炉5单元左侧一次风机电机运行,1#炉1单元右侧一次风机电机运行,1#炉2单元右侧一次风机电机运行,1#炉3单元右侧一次风机电机运行,1#炉4单元右侧一次风机电机运行,2#炉5单元右侧一次风机电机电流,2#炉1单元左侧一次风机电机电流,2#炉2单元左侧一次风机电机电流,2#炉3单元左侧一次风机电机电流,2#炉4单元左侧一次风机电机电流,2#炉5单元左侧一次风机电机电流,2#炉1单元右侧一次风机电机电流,2#炉2单元右侧一次风机电机电流,2#炉3单元右侧一次风机电机电流,2#炉4单元右侧一次风机电机电流,2#炉5单元右侧一次风机电机运行,2#炉1单元左侧一次风机电机运行,2#炉2单元左侧一次风机电机运行,2#炉3单元左侧一次风机电机运行,2#炉4单元左侧一次风机电机运行,2#炉5单元左侧一次风机电机运行,2#炉1单元右侧一次风机电机运行,2#炉2单元右侧一次风机电机运行,2#炉3单元右侧一次风机电机运行,2#炉4单元右侧一次风机电机运行,1#炉二次风机频率,1#炉二次风机电流,1#炉二次风机电机变频运行,2#炉二次风机频率,2#炉二次风机电流,2#炉二次风机电机变频运行,1#炉引风机速度反馈,1#炉引风机变频器电流,1#炉引风机进口调节风门阀位反馈,1#炉引风机运行,1#炉引风机变频器工频状态,1#炉引风机变频器变频状态,2#炉引风机速度反馈,2#炉引风机变频器电流,2#炉引风机进口调节风门阀位反馈,2#炉引风机变频器运行,2#炉引风机变频器工频状态,2#炉引风机变频器变频状态,炉外干法仓累积量,炉内干法仓累积量,公用仓累积量,1#炉雾化器石灰浆流量计 FT1001,1#制浆累计重量,1#炉反应塔温度,1#炉雾化器石灰浆开关阀,2#炉雾化器石灰浆流量计 FT1001,2#制浆累计重量,2#炉反应塔温度,2#炉雾化器石灰浆开关阀,氢氧化钠稀释泵累积流量（总）,1#炉PH1,1#炉PH2,1#炉氢氧化钠累积流量,1#炉反应塔温度1,1#炉反应塔温度2,2#炉PH1,2#炉PH2,2#炉氢氧化钠累积流量,2#炉反应塔温度1,2#炉反应塔温度2,1#炉还原剂累积流量1（氨水）,1#炉还原剂累积流量2（氨水）,1#炉第一烟道顶部平均温度,1#SNCR运行信号（1#阀门开）,1#SNCR运行信号（2#阀门开）,2#炉还原剂累积流量1（氨水）,2#炉还原剂累积流量2（氨水）,2#炉第一烟道顶部平均温度,2#SNCR运行信号（1#阀门开）,2#SNCR运行信号（2#阀门开）,1#还原剂流量,1#SCR反应器进口温度,1#SCR反应器出口温度,2#还原剂流量,2#SCR反应器进口温度,2#SCR反应器出口温度,1#罐活性炭称重1瞬时流量,1#罐活性炭称重2瞬时流量,1#罐活性炭称重3瞬时流量,1#罐活性炭称重1累积,1#罐活性炭称重2累积,1#罐活性炭称重3累积,1#罐1#电机运行,1#罐2#电机运行,1#罐3#电机运行,1#炉除尘器总差压  PT2001,1#炉布袋除尘器进口温度,2#炉除尘器总差压  PT2001,2#炉布袋除尘器进口温度,1#炉CEMS出口温度,1#炉CEMS出口压力,1#炉烟气流量,1#炉CEMS出口湿度,1#炉O2,1#炉粉尘,1#炉SO2,1#炉Nox,1#炉CO,1#炉HCL,1#炉NH3逃逸,2#炉CEMS出口温度,2#炉CEMS出口压力,2#炉烟气流量,2#炉CEMS出口湿度,2#炉O2,2#炉粉尘,2#炉SO2,2#炉Nox,2#炉CO,2#炉HCL,2#炉NH3逃逸
2025-05-23 08:56:00,0.00,0.00,0.00,582.61,583.56,432.31,432.01,583.24,583.25,244.43,179.97,132.84,136.31,179.78,175.47,0.00,0.00,0.00,0.00,1085.42,1084.00,1031.05,1066.82 ,1118.50,1152.62,1086.40,1119.17 ,1093.00 ,984.55,1113.25,1044.03,1047.28 ,1090.82,1129.15,1069.53,1096.50 ,1071.89 ,-194.88,,-188.37,14.13,26.90,23.50,74.59,59.51,14.55,24.48,22.09,75.74,73.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.64,24.13,23.07,73.23,66.00,13.31,26.64,25.64,64.57,61.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.94,141.80,0.00,9.86,123.78,0.00,34.03,51.74,100.21,0.00,0.00,0.00,40.10,57.51,100.07,0.00,0.00,0.00,1.83,69290.59,89.76,2541.23,109033.59,158.51,0.00,3227.00,116365.70,153.82,0.00,37645.82,2.70,3.50,97.00,65.30,65.70,7.70,7.20,42.15,63.60,63.80,170.02,165.68,1100.95,0.00,0.00,178.79,194.29,1067.65,0.00,0.00,25.10,175.20,174.40,25.10,175.30,173.00,0.02,15.20,14.57,5959.00,6834.00,2515.00,0.00,0.00,0.00,1109.66,161.02,833.33,157.73,118.11,-430.50,115481.02,24.99,9.52,1.67,13.80,40.13,3.23,1.14,0.73,127.61,-565.50,153709.50,25.07,9.41,1.49,28.39,53.33,0.00,6.34,0.53
2025-05-23 08:58:00,0.00,0.00,0.00,703.05,702.49,552.86,551.04,704.22,702.39,331.24,329.06,162.36,160.72,350.47,341.27,0.00,0.00,0.00,0.00,1083.32,1084.15,1031.65,1066.37 ,1097.58,1142.50,1078.45,1106.18 ,1086.28 ,987.18,1126.30,1053.93,1055.80 ,1092.70,1136.12,1072.90,1100.57 ,1078.19 ,-188.15,,-171.77,13.36,26.92,23.83,72.54,59.60,13.41,23.92,22.63,74.66,73.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.18,25.17,22.90,76.14,68.29,12.83,27.21,26.86,65.07,59.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.94,140.13,0.00,9.88,125.21,0.00,34.02,51.71,100.21,0.00,0.00,0.00,40.10,57.60,100.07,0.00,0.00,0.00,1.83,69300.00,89.76,2510.85,109033.59,158.51,0.00,3289.93,116365.70,154.25,0.00,37645.82,2.70,3.50,97.00,64.90,65.60,7.70,7.20,42.15,63.80,64.00,170.02,165.68,1090.49,0.00,0.00,178.79,194.29,1073.88,0.00,0.00,24.90,176.40,175.60,25.20,175.30,172.50,0.02,15.27,14.58,5959.00,6835.00,2516.00,0.00,0.00,0.00,1100.98,160.94,830.44,157.73,118.05,-434.50,125695.93,24.75,10.59,1.99,14.42,46.21,3.13,1.33,0.80,127.78,-558.50,165667.36,25.11,9.63,1.45,20.09,56.56,0.00,5.91,0.54
2025-05-23 09:00:00,0.00,0.00,0.00,382.30,385.65,269.01,285.20,491.55,443.17,439.96,444.19,289.20,287.02,435.75,448.26,0.00,0.00,0.00,0.00,1080.47,1084.75,1031.12,1065.45 ,1061.80,1134.92,1073.65,1090.12 ,1077.79 ,988.75,1141.45,1065.92,1065.37 ,1093.38,1146.25,1081.67,1107.10 ,1086.24 ,-155.71,,-160.92,14.23,26.77,23.76,74.62,59.10,14.13,24.43,22.14,76.54,74.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.51,24.78,23.92,75.31,68.63,13.18,27.69,27.67,66.54,61.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.76,157.01,0.00,9.89,132.84,0.00,34.02,51.50,100.20,0.00,0.00,0.00,40.10,57.61,100.07,0.00,0.00,0.00,1.83,69309.26,89.76,2532.55,109033.59,158.59,0.00,3279.08,116365.70,154.69,0.00,37645.82,2.70,3.50,97.00,64.80,65.40,7.70,7.20,42.15,64.00,64.20,170.02,165.68,1076.72,0.00,0.00,178.79,194.29,1082.50,0.00,0.00,25.10,176.50,175.00,25.00,175.70,172.50,0.02,15.19,14.56,5959.00,6835.00,2516.00,0.00,0.00,0.00,1095.20,161.11,827.55,158.16,118.05,-430.00,123553.83,24.55,9.83,2.20,9.41,39.41,3.07,1.43,0.82,127.99,-597.50,163960.47,25.54,8.92,1.78,28.35,49.43,0.84,5.64,0.52
2025-05-23 09:02:00,0.00,0.00,0.00,320.78,318.81,153.88,142.19,318.81,316.65,548.90,549.33,396.08,398.57,542.96,547.54,0.00,0.00,0.00,0.00,1074.62,1084.60,1030.90,1063.37 ,1044.47,1124.43,1065.62,1078.17 ,1070.77 ,988.83,1138.00,1082.12,1069.65 ,1094.35,1149.18,1094.50,1112.68 ,1091.16 ,-187.50,,-198.89,14.18,26.53,23.48,81.23,60.21,14.15,23.89,21.78,84.10,74.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.07,25.79,16.49,75.83,67.53,13.15,26.65,17.26,66.18,62.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.91,151.07,0.00,12.42,132.66,0.00,35.01,53.41,100.21,0.00,0.00,0.00,40.10,57.34,100.07,0.00,0.00,0.00,1.83,69318.68,89.76,2536.89,109623.88,158.59,0.00,3281.25,116365.70,155.12,0.00,37645.82,2.70,3.50,97.00,65.00,65.50,8.80,8.30,42.18,64.40,64.70,170.02,165.68,1070.05,0.00,0.00,178.79,194.29,1085.50,0.00,0.00,25.20,176.20,175.10,24.90,175.80,173.90,0.02,15.19,14.56,5959.00,6836.00,2517.00,0.00,0.00,0.00,1144.39,161.11,820.31,158.51,118.29,-441.50,133424.38,24.85,10.75,2.47,7.71,45.53,3.67,1.29,0.79,128.31,-621.50,151101.39,26.20,7.83,1.22,31.79,37.01,33.50,4.97,0.42
2025-05-23 09:04:00,0.00,0.00,0.00,398.90,401.38,254.47,255.90,402.90,404.00,656.33,654.69,504.91,499.80,652.55,652.80,0.00,0.00,0.00,0.00,1069.38,1084.75,1030.97,1061.70 ,1061.88,1119.03,1059.93,1080.28 ,1070.99 ,992.28,1145.88,1095.10,1077.75 ,1092.92,1154.50,1105.15,1117.52 ,1097.64 ,-144.86,,-194.01,14.23,26.78,23.20,80.36,58.30,14.13,23.94,25.10,81.35,75.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.01,26.45,16.57,76.20,71.05,13.17,26.64,17.07,67.46,63.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.91,162.42,0.00,12.50,132.40,0.00,35.01,53.58,100.21,0.00,0.00,0.00,40.10,57.87,100.07,0.00,0.00,0.00,1.83,69328.09,89.76,2547.74,109623.88,158.85,0.00,3285.59,116365.70,155.03,0.00,37645.82,2.70,3.40,97.00,65.00,65.50,8.90,8.30,42.24,64.50,64.40,170.02,165.68,1066.00,0.00,0.00,178.79,194.29,1097.01,0.00,0.00,25.10,175.80,174.70,24.70,176.80,173.30,0.02,15.20,14.56,5959.00,6836.00,2517.00,0.00,0.00,0.00,1137.15,161.81,794.27,158.16,118.41,-418.00,127004.63,24.77,10.43,2.11,0.60,45.68,3.32,1.33,0.87,128.25,-526.50,169007.52,26.31,9.14,1.95,42.76,43.77,50.03,5.63,0.49
2025-05-23 09:06:00,0.00,0.00,0.00,492.00,492.42,346.81,348.67,492.74,497.10,747.26,747.14,598.34,595.29,746.95,747.41,0.00,0.00,0.00,0.00,1068.03,1085.35,1030.75,1061.38 ,1081.30,1108.83,1053.93,1081.35 ,1071.37 ,993.93,1151.95,1099.53,1081.80 ,1089.25,1157.50,1110.62,1119.12 ,1100.46 ,-196.51,,-219.94,14.42,26.92,23.54,83.41,60.86,13.26,24.15,24.83,83.34,73.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.25,26.20,16.38,75.35,68.70,13.08,27.44,17.59,64.69,64.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.98,156.09,0.00,12.34,125.52,0.00,35.01,53.24,100.21,0.00,0.00,0.00,40.10,57.40,100.07,0.00,0.00,0.00,1.83,69337.51,89.76,2547.74,109623.88,159.03,0.00,3287.76,116365.70,154.95,0.00,37645.82,2.70,3.40,97.00,65.00,65.30,8.90,8.40,42.31,64.60,64.70,170.02,165.68,1076.65,0.00,0.00,178.79,194.29,1102.23,0.00,0.00,25.10,176.20,175.90,24.70,176.70,173.50,0.02,15.19,14.57,5959.00,6837.00,2518.00,0.00,0.00,0.00,1119.79,162.41,802.95,157.73,118.44,-432.00,131936.47,24.77,10.34,2.52,8.02,45.66,4.02,1.15,0.79,128.35,-606.50,152079.70,25.91,8.88,1.54,29.85,52.63,2.38,5.35,0.42
2025-05-23 09:08:00,0.00,0.00,0.00,625.03,624.25,476.04,477.80,625.88,626.00,107.50,54.54,42.13,41.36,50.44,42.01,0.00,0.00,0.00,0.00,1065.70,1084.75,1029.92,1060.12 ,1077.62,1116.32,1048.75,1080.90 ,1070.51 ,995.12,1132.53,1084.38,1070.68 ,1076.43,1145.88,1104.25,1108.85 ,1089.77 ,-190.00,,-172.96,14.34,26.51,26.41,80.43,59.81,14.21,23.09,25.30,82.24,74.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.78,25.99,16.51,75.69,70.36,13.19,26.77,18.31,66.79,64.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.88,159.97,0.00,12.35,128.98,0.00,35.01,53.58,100.21,0.00,0.00,0.00,40.10,57.57,100.07,0.00,0.00,0.00,1.83,69345.38,89.76,2558.59,109623.88,159.29,0.00,3270.40,116365.70,154.69,0.00,37645.82,2.70,3.40,97.00,65.10,65.50,8.90,8.30,42.37,64.70,64.60,170.02,165.68,1070.88,0.00,0.00,178.79,194.29,1095.10,0.00,0.00,24.90,175.80,175.20,24.70,177.20,174.40,0.02,15.20,14.63,5959.00,6837.00,2518.00,0.00,0.00,0.00,1160.30,162.85,815.97,157.29,118.50,-426.00,139585.11,24.75,10.05,2.54,0.79,48.09,3.31,1.17,0.90,128.43,-610.50,171899.44,26.19,8.89,2.07,37.98,44.21,24.87,5.40,0.59
2025-05-23 09:10:00,0.00,0.00,0.00,757.19,756.41,606.47,606.16,755.22,755.99,318.44,331.23,163.98,162.46,349.38,343.01,0.00,0.00,0.00,0.00,1065.70,1085.12,1028.65,1059.82 ,1121.88,1118.58,1048.90,1096.45 ,1078.14 ,1000.08,1104.62,1067.12,1057.27 ,1060.97,1125.32,1092.47,1092.92 ,1075.10 ,-223.96,,-144.21,14.26,26.80,26.26,80.82,58.96,14.16,23.89,24.15,82.27,74.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.11,24.73,23.17,73.62,66.34,13.16,26.71,25.86,67.18,63.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.89,152.03,0.00,9.99,125.26,0.00,36.01,55.44,100.21,0.00,0.00,0.00,40.10,57.42,100.07,0.00,0.00,0.00,1.83,69355.45,89.76,2536.89,109623.88,159.64,0.00,3270.40,116365.70,154.25,0.00,37645.82,2.60,3.40,97.00,65.20,65.70,8.90,8.40,42.44,64.60,64.40,170.02,165.68,1092.18,0.00,0.00,178.79,194.29,1077.59,0.00,0.00,25.00,175.30,175.60,24.80,177.20,174.50,0.02,15.20,14.55,5959.00,6838.00,2519.00,0.00,0.00,0.00,1192.13,163.54,839.12,156.68,118.82,-430.50,124903.03,24.79,10.01,2.03,8.70,50.09,3.19,1.23,0.72,128.48,-644.00,160293.27,26.03,10.02,1.52,21.73,53.68,0.83,5.68,0.59
2025-05-23 09:12:00,0.00,0.00,0.00,216.18,217.24,145.96,135.68,222.45,221.71,416.09,429.32,278.78,272.81,405.70,420.70,0.00,0.00,0.00,0.00,1068.32,1084.68,1027.38,1060.13 ,1109.43,1112.27,1039.07,1086.92 ,1073.53 ,1003.00,1129.38,1066.15,1066.18 ,1069.90,1144.22,1091.73,1101.95 ,1084.06 ,-230.79,,-155.82,14.42,26.63,26.46,82.75,58.51,14.16,23.15,24.99,83.80,83.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.49,24.82,19.36,77.17,69.00,13.04,26.66,22.54,70.62,64.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.93,153.02,0.00,9.92,131.59,0.00,36.01,55.31,100.21,0.00,0.00,0.00,40.10,56.85,100.07,0.00,0.00,0.00,1.83,69365.54,89.76,2554.25,109623.88,159.90,0.00,3374.57,116365.70,154.08,0.00,37645.82,2.60,3.40,97.00,65.50,65.80,7.90,7.40,42.47,64.60,64.40,170.02,165.68,1088.76,0.00,0.00,178.79,194.29,1082.69,0.00,0.00,25.30,175.30,174.70,25.10,177.00,174.80,0.02,15.19,14.56,5959.00,6838.00,2519.00,0.00,0.00,0.00,1157.41,164.41,805.84,156.25,118.98,-416.00,130023.52,25.04,9.59,2.10,12.10,46.54,3.64,1.19,0.77,128.60,-631.00,167530.41,25.81,10.35,1.63,17.80,55.56,0.00,5.70,0.75
2025-05-23 09:14:00,0.00,0.00,0.00,322.62,322.82,166.36,163.78,324.12,323.38,516.46,513.31,368.52,371.22,516.16,513.26,0.00,0.00,0.00,0.00,1069.75,1084.08,1026.62,1060.15 ,1106.50,1116.25,1029.70,1084.15 ,1072.15 ,1002.25,1154.35,1095.78,1084.13 ,1081.30,1163.88,1108.53,1117.90 ,1101.02 ,-195.42,,-146.38,14.40,26.54,26.56,82.54,59.83,14.13,23.14,24.41,81.21,80.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.66,26.50,16.62,70.57,69.10,13.72,26.70,18.32,69.62,60.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.86,158.28,0.00,12.51,119.45,0.00,36.01,55.47,100.21,0.00,0.00,0.00,40.10,56.86,100.07,0.00,0.00,0.00,1.83,69374.98,89.76,2521.70,109623.88,160.33,0.00,3400.61,116365.70,153.99,0.00,37645.82,2.60,3.40,97.00,65.20,65.90,7.80,7.30,42.47,64.80,64.90,170.02,165.68,1087.90,0.00,0.00,178.79,194.29,1101.29,0.00,0.00,25.10,174.80,175.50,24.90,176.70,175.00,0.02,15.20,14.55,5959.00,6839.00,2520.00,0.00,0.00,0.00,1177.66,164.93,840.57,156.16,118.94,-427.00,125959.26,24.79,10.37,2.86,9.25,54.18,3.36,1.21,0.91,129.00,-513.00,147772.89,26.31,8.23,1.44,13.61,45.99,9.00,4.69,0.73
2025-05-23 09:16:00,0.00,0.00,0.00,453.16,452.16,299.50,298.54,452.27,450.76,610.43,613.67,462.59,464.11,612.94,613.08,0.00,0.00,0.00,0.00,1070.88,1084.22,1025.50,1060.20 ,1131.62,1136.65,1035.62,1101.30 ,1080.75 ,1005.32,1153.45,1107.78,1088.85 ,1076.95,1168.00,1120.97,1121.97 ,1105.41 ,-202.58,,-170.90,14.48,26.58,26.38,83.32,59.18,14.22,23.57,24.52,82.74,81.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,27.57,16.67,70.87,70.00,13.76,27.76,17.44,67.70,64.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.87,166.30,0.00,12.44,127.60,0.00,36.01,55.86,100.21,0.00,0.00,0.00,40.10,57.36,100.07,0.00,0.00,0.00,1.83,69384.39,89.76,2530.38,109623.88,160.59,0.00,3363.72,116365.70,153.65,0.00,37645.82,2.60,3.40,97.00,65.40,65.80,7.80,7.30,42.47,65.10,65.10,170.02,165.68,1101.14,0.00,0.00,178.79,194.29,1113.59,0.00,0.00,25.30,175.30,174.70,25.00,177.20,174.80,0.02,15.19,14.57,5959.00,6839.00,2520.00,0.00,0.00,0.00,1142.94,163.54,820.31,155.82,118.96,-418.00,122329.03,24.86,9.73,2.47,14.98,49.28,4.12,1.25,0.66,129.18,-597.50,153712.11,27.03,8.11,1.52,17.64,36.72,23.12,4.27,0.66
2025-05-23 09:18:00,0.00,0.00,0.00,592.70,592.68,439.91,437.76,592.57,592.15,713.94,711.33,561.34,558.72,711.03,707.48,0.00,0.00,0.00,0.00,1074.55,1084.00,1024.75,1061.10 ,1112.35,1145.20,1047.25,1101.60 ,1081.35 ,1008.40,1132.68,1088.57,1076.55 ,1055.58,1150.38,1114.83,1106.93 ,1091.74 ,-188.04,,-177.52,14.37,26.72,23.22,81.85,58.24,14.19,23.70,21.34,81.97,81.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.05,26.86,16.33,69.22,67.10,13.25,27.65,17.19,66.92,64.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.92,152.40,0.00,12.37,126.20,0.00,36.01,55.58,100.21,0.00,0.00,0.00,40.10,57.13,100.06,0.00,0.00,0.00,1.83,69393.78,89.76,2517.36,109623.88,159.90,0.00,3383.25,116365.70,153.21,0.00,37645.82,5.20,6.00,97.02,65.60,66.40,7.80,7.30,42.47,65.00,65.20,170.02,165.68,1093.00,0.00,0.00,178.79,194.29,1099.30,0.00,0.00,25.10,175.70,174.70,24.60,176.70,175.30,0.02,15.19,14.64,5959.00,6840.00,2521.00,0.00,0.00,0.00,1174.77,159.72,815.97,155.30,119.11,-427.00,119090.02,25.36,8.69,2.18,29.45,43.71,6.41,1.26,0.59,129.15,-625.00,156079.66,26.53,9.17,0.97,17.95,52.02,0.84,4.36,0.46
2025-05-23 09:20:00,0.00,0.00,0.00,733.87,733.52,584.44,582.29,735.36,734.18,799.23,802.80,651.29,655.95,802.40,802.43,0.00,0.00,0.00,0.00,1074.25,1083.62,1023.40,1060.42 ,1095.02,1144.00,1051.00,1096.67 ,1078.55 ,1007.20,1124.50,1078.00,1069.90 ,1052.50,1142.20,1105.82,1100.17 ,1085.04 ,-206.81,,-129.99,14.23,26.60,26.56,80.42,59.06,13.98,23.69,25.30,83.12,73.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.10,26.59,16.44,70.69,68.29,13.54,27.07,17.01,66.09,65.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.97,153.72,0.00,12.36,127.47,0.00,36.01,55.33,100.21,0.00,0.00,0.00,40.10,57.45,100.07,0.00,0.00,0.00,1.83,69403.02,89.76,2552.08,109623.88,158.94,0.00,3411.46,116365.70,152.78,0.00,37645.82,2.60,3.40,97.03,65.60,66.30,7.80,7.30,42.47,65.00,64.80,170.02,165.68,1084.71,0.00,0.00,178.79,194.29,1088.16,0.00,0.00,25.00,174.70,175.20,24.80,177.30,175.30,0.02,15.20,14.55,5959.00,6840.00,2521.00,0.00,0.00,0.00,1121.24,156.86,837.67,154.69,119.06,-428.50,118203.29,25.36,10.19,2.65,5.97,50.13,3.36,1.39,0.70,129.17,-625.00,149080.28,26.47,9.87,1.58,14.55,52.59,0.00,4.12,0.52
2025-05-23 09:22:00,0.00,0.00,0.00,126.44,129.79,123.39,123.20,129.24,124.16,252.14,318.75,150.75,150.09,321.93,319.46,0.00,0.00,0.00,0.00,1072.83,1083.85,1022.88,1059.85 ,1081.22,1150.75,1063.90,1098.62 ,1079.24 ,1010.12,1110.17,1059.10,1059.80 ,1057.30,1133.12,1091.20,1093.87 ,1076.84 ,-151.48,,-166.34,14.42,26.42,26.27,82.02,58.35,14.26,23.15,24.51,82.63,75.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.10,26.65,16.66,69.23,70.87,13.85,27.41,17.13,67.70,64.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.91,157.42,0.00,12.39,132.97,0.00,36.01,55.44,100.21,0.00,0.00,0.00,40.10,57.42,100.07,0.00,0.00,0.00,1.83,69412.45,89.76,2547.74,109623.88,158.07,0.00,3404.95,116365.70,152.52,0.00,37645.82,2.70,3.40,97.03,65.40,66.00,7.80,7.30,42.47,65.00,65.00,170.02,165.68,1076.91,0.00,0.00,178.79,194.29,1074.96,0.00,0.00,24.70,175.60,174.70,25.10,177.20,175.30,0.02,15.19,14.55,5959.00,6841.00,2522.00,0.00,0.00,0.00,1142.94,155.30,837.67,154.43,118.99,-419.50,128559.84,25.15,9.21,2.48,4.86,43.94,3.39,1.23,0.64,129.15,-693.00,159999.53,26.43,9.50,1.78,8.08,49.52,0.00,3.78,0.52
2025-05-23 09:24:00,0.00,0.00,0.00,328.48,331.07,178.19,178.21,328.46,334.45,336.88,339.26,172.56,171.90,374.77,360.91,0.00,0.00,0.00,0.00,1071.70,1084.15,1023.40,1059.75 ,1088.12,1159.08,1069.82,1105.67 ,1082.71 ,1012.07,1106.50,1043.35,1053.97 ,1059.70,1129.30,1077.92,1088.97 ,1071.47 ,-245.55,,-137.48,14.30,26.64,26.38,82.44,59.37,14.25,24.18,24.75,82.05,72.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.99,26.54,16.66,68.95,68.08,13.69,27.59,17.31,68.18,62.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.94,156.02,0.00,12.38,120.86,0.00,36.01,55.64,100.21,0.00,0.00,0.00,40.10,57.31,100.07,0.00,0.00,0.00,1.83,69421.85,89.76,2575.95,109623.88,157.29,0.00,3385.42,116365.70,152.26,0.00,37645.82,2.60,3.40,97.03,65.50,66.10,7.80,7.30,42.47,65.00,64.70,170.02,165.68,1079.76,0.00,0.00,178.79,194.29,1059.66,0.00,0.00,20.50,174.80,175.60,25.00,176.30,175.70,0.02,15.20,14.56,5959.00,6841.00,2522.00,0.00,0.00,0.00,1138.60,154.43,840.57,154.17,119.03,-424.50,132973.11,25.59,9.39,2.08,15.44,45.55,5.46,1.17,0.69,129.21,-613.00,148968.69,26.23,9.62,1.30,7.98,52.98,0.00,3.58,0.47
